,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
242,242,ee7b83a4-5c70-4d96-b85b-dbadc341c880,"For an unknown reason, the app will not accept my number that I just bought 2 days ago. When I tried to message customer service, it said to log in, which is the problem to start.",1,8.0.121,4/21/2023 17:52,0.0,0.169,0.831,Negative
243,243,9eb7479d-5b59-443b-995a-3e0ba0a53c77,"Ordered.. Waited for an hour.. Then, you tell me the restaurant is closed! I don't want your one-week SAR40 compensation. My time was very limited.. My time is worth much more than that to me..",1,8.0.121,4/21/2023 14:52,0.062,0.035,0.904,Positive
245,245,be7897dd-397e-42d1-b286-226adddb2ce0,The worst drivers and the worst company. Non existing customer service and rude when you inform them of an error. Not willing to help even when asked to speak to a manager. The worst company ever and beware of using them. Use the other services like Jahez and the rest. I will definitely uninstall and make sure I share my experience with everyone I know so they can also be careful and stop using them. Their customer service representative Talal is the rudest person ever and he should be fired !!,1,8.0.121,4/20/2023 20:23,0.099,0.263,0.638,Negative
246,246,b87c22d5-d45a-4c64-ba41-ef7cb34b7f72,Repetitive anoying,1,,4/20/2023 15:35,0.0,0.667,0.333,Negative
247,247,4417e487-56d9-4659-b39b-f45f92038493,P74,1,,4/20/2023 14:18,0.0,0.0,1.0,Neutral
248,248,a8836c88-a94d-4d92-bfdc-e71f4ac96d9b,Worst customer support team ever...,1,,4/19/2023 21:23,0.276,0.418,0.306,Negative
249,249,f9853779-3dbc-4e25-a942-eec87393ba16,I love thik apps,3,8.0.119,4/19/2023 20:33,0.677,0.0,0.323,Positive
253,253,fc1a466b-213d-41cb-aa5d-2184e145870c,good,5,8.0.119,4/18/2023 22:01,1.0,0.0,0.0,Positive
254,254,63f3e21c-bcca-4aa9-86b6-dbab4fac74a2,"Poor service guys, after the wait of two hours, the order is not delivered, and status shows dilvered",1,8.0.119,4/18/2023 20:00,0.0,0.154,0.846,Negative
255,255,d4561f37-f4f1-4161-97dd-8ce9e0b48fbe,Gd,5,,4/18/2023 17:01,0.0,0.0,1.0,Neutral
257,257,ba419209-be96-4f92-b401-a143c08aa29e,Excellent until now,5,8.0.118,4/18/2023 1:04,0.649,0.0,0.351,Positive
258,258,05452d4a-9ed6-4cf8-8ed2-b7e8e5267b71,excellent excellent app,5,8.0.120,4/17/2023 23:58,0.881,0.0,0.119,Positive
260,260,01b49f2f-9c14-476e-9ad2-f66cb7b09b18,Good,5,,4/17/2023 22:02,1.0,0.0,0.0,Positive
261,261,d93c1658-c842-4863-aea1-f28073bbdaa4,Bad,1,8.0.120,4/17/2023 21:14,0.0,1.0,0.0,Negative
263,263,a6329bef-2ffd-4213-8885-de8dd318ecea,awesome,5,8.0.119,4/17/2023 17:32,1.0,0.0,0.0,Positive
264,264,065b949e-830c-4be1-bd98-a49554a8583d,You kl,1,,4/17/2023 17:12,0.0,0.0,1.0,Neutral
266,266,7e96e5ce-55c5-495e-9b95-ba818d7c7125,service is pathetic,1,8.0.119,4/17/2023 3:34,0.0,0.649,0.351,Negative
267,267,92ac6b4e-4c26-4006-adbd-3999c056c2be,one of the best apps,5,8.0.120,4/17/2023 0:46,0.512,0.0,0.488,Positive
270,270,b1644d42-f53c-443b-a3c1-ea6c399d1011,"Sadly quality for this is next to none if you face issues I get wrong order. I just want my correct one But customer support just say ""we will put it as a note"" It's good enough as delivery app but a joke if you need assistance",3,8.0.119,4/16/2023 15:17,0.217,0.076,0.707,Positive
271,271,3d4cb785-4aab-4e8d-9680-1d0ba4930b4c,Good point,5,8.0.119,4/16/2023 2:06,0.744,0.0,0.256,Positive
272,272,7f1e6cb3-8f7c-474b-b62c-d297f4b869c0,probably the best option since the rest have a very high delivery fee or it's at least for me,3,8.0.119,4/15/2023 1:29,0.198,0.0,0.802,Positive
274,274,e820c75e-6047-47d3-a0e2-ce42a190cfbd,good,4,8.0.117,4/14/2023 16:19,1.0,0.0,0.0,Positive
275,275,4dc1542a-3595-4c19-86c3-7941ccaa0192,"Menu items are different in different locations for some weird reason, and you can't choose the branch of the shop you want. You can find said menu item in the seach but when you click on it, it disappears. Only redeeming quality is the delivery fees are reasonable within a price range.",1,8.0.120,4/14/2023 11:45,0.021,0.083,0.896,Negative
277,277,732adff4-0912-4a1c-bc88-e4c445c9f594,"Ignorant customer support, poor response.",1,8.0.35,4/14/2023 4:25,0.273,0.525,0.202,Negative
279,279,ce4edf5e-1793-4f77-9334-ab7f81740826,The things come so so so so so so so late,1,8.0.120,4/14/2023 1:30,0.0,0.0,1.0,Neutral
280,280,160559f3-0530-453c-b44f-2b0db334e5b1,i really really like this app.,5,8.0.117,4/14/2023 0:34,0.434,0.0,0.566,Positive
281,281,4b43ff83-5545-4ba6-b0d6-e04f1171d60f,Looking upon the reviews couldn't find one 5 or 4 reviews hard to imagine this place has 4 star plus rating sad,2,,4/14/2023 0:13,0.0,0.209,0.791,Negative
283,283,cd75fa6d-c86f-4fa3-91b2-378b3e0a72a4,Very good app but a bit hard to order,4,8.0.119,4/13/2023 21:21,0.216,0.165,0.619,Positive
284,284,45e0691e-797d-4542-b8cf-3e1f997ae2cb,Very bad,1,,4/13/2023 21:14,0.0,0.791,0.209,Negative
285,285,87b21085-b155-4ab7-ae27-cd419bbab2c3,"%% 988=%0,889780##3.0h; off bb Y",5,8.0.119,4/13/2023 3:56,0.0,0.0,1.0,Neutral
287,287,a717f5ac-b3e2-4727-b2ca-915a78dc6f7a,giving 5 stars only for this 25sar 5 hot wings meal from kfc unreal,2,8.0.119,4/13/2023 0:05,0.179,0.0,0.821,Positive
288,288,6de422cc-5529-41ba-bbe2-95831a8d2475,There is extra money on items in menu and it takes a long time to deliver food,2,8.0.119,4/12/2023 21:03,0.0,0.0,1.0,Neutral
289,289,8fedae4b-3b34-4619-b399-2fdbaab061ba,"Don't order from this app they're straight up thieves. I got the wrong order and rejected it, no support from customer service they keep ignoring my complaint. The money is gone with no refund and no way to contact anyone. Order from a different app.",1,8.0.119,4/12/2023 18:56,0.078,0.361,0.561,Negative
290,290,5316a20c-2051-469e-b496-3e38b6d2ec1d,"When I first registered in the app (first time ever), there were past orders that werent mine. I thought it was a bug so I didn't mind much and started ordering without any problems. Yesterday I received a call in the middle of the night from a delivery guy stating that I ordered from starbucks even though I didnt order anything. I open the app and find that there is a 2nd credit card registered to the account (not mine) and that an order was on the way to my house from starbucks. Unprofessional",2,8.0.118,4/12/2023 5:55,0.055,0.037,0.907,Positive
292,292,08b9c8fd-9e0b-469c-bcf9-49b683f5b2da,"Worst app and customer service ever, if u have a problem they're gonna ignore you and never respond within chat",1,8.0.119,4/12/2023 1:52,0.0,0.383,0.617,Negative
295,295,f5cea9a5-28e4-4b24-8891-79bca799f340,"I wanted to put 3 and half. Here's why I rated it 3 stars. When u order there must be adding and removing things. Example. Added: tomato, onion. Remove: cucumber,mushrooms. This should be added when ordering. When I want to order something I wish if I can remove things that I don't like, such as mushrooms,cucumber. This should be added to all resturanst.",3,8.0.119,4/11/2023 23:15,0.07,0.037,0.893,Positive
299,299,b1acab35-aab3-4f2e-9562-afdf9ceec54d,Very Bad,1,8.0.100,4/11/2023 6:23,0.0,0.791,0.209,Negative
300,300,549453ff-af74-4dfb-ab93-318ba5902d41,"If you pay via ATM card , you can't repond your money at all..",1,8.0.103,4/10/2023 22:46,0.0,0.104,0.896,Negative
303,303,f7e1eb2f-828c-4a9e-8c80-3dc1c6dca16b,Good service,4,,4/10/2023 16:57,0.744,0.0,0.256,Positive
304,304,3cda9f46-a1c0-488f-806b-da47d928f76f,"Fresh food, fast delivery, great prices and polite captains. You have the best of everything. More success to you in shaa Allah",5,,4/10/2023 8:25,0.448,0.0,0.552,Positive
306,306,9da920a7-4aea-4f30-94b9-bc3cc960f611,amazing app,5,8.0.119,4/9/2023 22:07,0.792,0.0,0.208,Positive
307,307,ea2a277e-8efa-4219-84ce-3cec65560993,"Very bad, keep increasing prices and also I am Hplus member and did not benefit from it Restaurant keep withdrawal from it",1,8.0.118,4/9/2023 18:11,0.043,0.247,0.709,Negative
308,308,a49e3d8b-60c3-409c-b5b5-57a1ac5c499d,it's good Alhamdulillah,5,8.0.118,4/9/2023 17:25,0.592,0.0,0.408,Positive
310,310,4a554449-5efa-4f90-bde4-d8f393b2ca9f,Terrible experience. I'm a tourist from Britain who's come to Makkah for umrah. My order did not arrive after two hours of waiting so I sought a refund. I was told that I had to meet the driver and I could not be refunded. Utter rubbish. 52sar stolen from me. Please stay away from this criminal company. Customer service is nonexistent.,1,8.0.118,4/9/2023 1:23,0.036,0.162,0.802,Negative
311,311,53c3aec7-9216-4e9a-af27-537b3cb8b699,"I downloaded 3 apps for food delivery and I ended up using only this app, Great experience",5,8.0.118,4/9/2023 0:50,0.24,0.0,0.76,Positive
312,312,c09fa37f-3b70-4fce-bc43-e27f70870b1a,Useless app! No support! Terrible attitude! DONT USE IT EVER!,1,8.0.118,4/9/2023 0:48,0.15,0.516,0.334,Negative
313,313,f1c43004-b31a-448b-a0f8-066cb6f07f2a,"Excellent service, prices difference between restaurants and app are unacceptable! 2 stars for quick delivery",2,8.0.118,4/9/2023 0:10,0.21,0.158,0.632,Positive
315,315,e73dfbf3-2127-4467-9825-1ef87c7a9f09,You are a chowr,1,,4/8/2023 18:13,0.0,0.0,1.0,Neutral
317,317,f5c26c96-fe9c-493d-9b33-6dd7e7e8e8f5,very good,5,8.0.118,4/8/2023 2:38,0.762,0.0,0.238,Positive
318,318,c0dbef2e-77a1-4943-8ebe-07834f322da7,Satisfied costumer,3,8.0.118,4/8/2023 1:38,0.737,0.0,0.263,Positive
319,319,68e3282a-7e0f-43a7-8c7d-16123b439604,bad service,1,8.0.118,4/7/2023 22:08,0.0,0.778,0.222,Negative
320,320,59dcdc77-d2f2-4f6c-829d-404ba2f92323,I trust hangerStation...,5,8.0.118,4/7/2023 19:23,0.767,0.0,0.233,Positive
322,322,66a72a8f-b03b-442f-8e71-40e841e44b29,I love it and recommend it haven't got any problem with it it's my favourite app,5,8.0.118,4/6/2023 20:30,0.427,0.0,0.573,Positive
325,325,0607c9d0-19c3-4b3b-a8e7-f40771384afa,Good,3,8.0.118,4/5/2023 21:11,1.0,0.0,0.0,Positive
326,326,40b28ffa-4d2f-430f-9b54-6cf1b283892f,I paid by credit and deducted from my bank but driver asking for money,1,8.0.103,4/5/2023 20:55,0.13,0.0,0.87,Positive
328,328,044d19f1-528b-4fa3-8f57-b851c0568deb,"very quickly delivered, great app",5,8.0.118,4/5/2023 20:29,0.522,0.0,0.478,Positive
329,329,c21b2ec6-233a-431b-beef-7473eb2af723,Could not deliver in our area of saudi arabia 2nd industrial,1,,4/5/2023 13:55,0.0,0.0,1.0,Neutral
330,330,8f2610b3-95d9-4969-8b9e-53d1c5c75e37,"they steal your money, they respond to protect their app rating, then they ignore all the request you send.",1,8.0.118,4/5/2023 4:57,0.107,0.235,0.658,Negative
331,331,da958a91-0d5a-40fc-92b3-bceb81a409d3,"Very bad experience actually I ordered Albaik meal from a nearby branch ( about 1.7 km only , but the order arrived me after 30 minutes It was cold and cooked about 5 hours ago and also wirh no choices , just take it as it is.",1,,4/5/2023 0:35,0.0,0.118,0.882,Negative
332,332,4b3ce914-dfd7-42cd-94a1-e9fe86f1ab0f,good but driver coming late,5,8.0.118,4/4/2023 23:51,0.328,0.0,0.672,Positive
333,333,8ce71d99-3d06-4d09-bd5b-d0ee743bf56d,Good,5,,4/4/2023 22:32,1.0,0.0,0.0,Positive
334,334,df9730f2-d841-4173-a2c7-37b7192f90b4,good,5,8.0.118,4/4/2023 17:27,1.0,0.0,0.0,Positive
335,335,ce5e3efc-669d-47a3-a068-ff2378787fad,driver wanted time ...drove next to my house and went to a very far place...called him and he said traffic jams....and there is no way to complain,1,8.0.118,4/3/2023 23:19,0.0,0.164,0.836,Negative
337,337,cfbbd703-864b-40f2-ab9c-ce47a22ee89c,great,5,8.0.113,4/1/2023 22:46,1.0,0.0,0.0,Positive
338,338,cae04e69-e87b-4f5e-9bdb-04baec858a34,Not good service,1,,4/1/2023 19:11,0.0,0.546,0.454,Negative
339,339,ee344feb-bf70-4978-86fc-51f94f7ce681,Very bad service,1,8.0.114,4/1/2023 16:38,0.0,0.655,0.345,Negative
340,340,30241fa1-5955-46c8-b149-0fbbbee3e344,good,4,8.0.117,4/1/2023 8:09,1.0,0.0,0.0,Positive
341,341,95aeebf2-e968-4ce3-b9b7-011be9dbbc48,"Very bad experience, they give very wrong estimated time for the orders, and they keep increasing time gradually! Many times recived wrong orders and can't contact customer care, or no way to reach out to customer care, neither there is a refund. Once opened a ticket, the support guy sent me email after more than a month, once I replied, he didn't reply back. As a conclusion, bad app, bad support team, the one star because they have variety of options.",1,8.0.117,4/1/2023 1:45,0.067,0.266,0.667,Negative
343,343,91f1c38d-d14a-423e-864f-01a720b14956,Bugged & Overpriced!!!,1,8.0.62,3/31/2023 23:20,0.0,0.0,1.0,Neutral
344,344,7347b008-4ee7-4ede-a585-22a6d29287f4,"Best food ordering app, good offers and also online supermarket with lots of options for all kinds of food and restaurants. Delivery fees are also nice and not top over the top.",5,8.0.118,3/31/2023 21:00,0.247,0.079,0.674,Positive
346,346,d19eef0d-9687-41de-a866-5d99a45667a5,It's not free shipping,5,8.0.118,3/31/2023 18:21,0.0,0.474,0.526,Negative
347,347,9d8f88e3-5ba1-4285-9b07-9cfb5d095820,"in general a good app but the factor that my money returned to my wallet because the restaurant had made a mistake in the order has a time limit is unacceptable, this is my money and should remain as such until I decide to use it. In addition, the price of the items is not clear and this needs to be fixed. The customer should be able to evaluate the restaurant in both positive and negative views. Apart from that the customer service team are good and the drivers are good.",3,8.0.118,3/31/2023 16:02,0.134,0.138,0.728,Negative
348,348,8a87bfca-57f7-421d-b05d-241258658de4,I love this app,5,,3/31/2023 14:25,0.677,0.0,0.323,Positive
349,349,5e348bd0-1eb4-483d-aafe-2a3b515de828,Cart Gets empty when you swtich between apps its the wrost thing to fill the cart again.,1,8.0.117,3/31/2023 13:59,0.0,0.101,0.899,Negative
351,351,b69c67b3-21e4-4106-8fa0-c22a2846ed69,must install,5,8.0.113,3/31/2023 3:26,0.0,0.0,1.0,Neutral
352,352,9170694b-078c-4a01-af4b-97c58657a035,Worst experience ever i don t know why it is complicated,1,8.0.112,3/30/2023 22:17,0.0,0.339,0.661,Negative
354,354,0760fbce-706a-4200-899c-4e6089a07b9d,very good,5,8.0.115,3/30/2023 18:21,0.762,0.0,0.238,Positive
355,355,910ebb35-94ec-47e8-8540-f26f9518fe46,We subscribed to hunger plus and we tried to order 5 times today without getting any thing. Customer care doesn't exist.,3,8.0.117,3/30/2023 16:42,0.138,0.086,0.776,Positive
356,356,d8632a14-d5b6-4335-baf8-11b5eda151bf,Good,5,8.0.117,3/30/2023 3:39,1.0,0.0,0.0,Positive
358,358,7718a9c6-1f12-453a-940c-116b12e03368,A very bad app always crashes they deduct the order amount then cancel it no customer service to contact More over lots of time we receive wrong orders I really hate it dose not recommended it totaly,1,8.0.117,3/30/2023 0:29,0.0,0.365,0.635,Negative
359,359,80315280-62c7-4f7b-a306-cb8c5488e04e,Terrible service. They take 2-3 hrs to deliver your food and if you cancel they block your account,1,8.0.117,3/29/2023 21:22,0.0,0.348,0.652,Negative
360,360,a295da4c-63fa-4f08-bb7e-35defb70003d,No customer service no assistance not recommended in Ramadan for eftar meals,1,8.0.117,3/29/2023 18:45,0.0,0.4,0.6,Negative
361,361,83f52a74-a20f-41e3-bd03-ca7129593df7,the worst app drives stealing your order without service support call centre the worst,1,8.0.117,3/29/2023 18:05,0.0,0.586,0.414,Negative
362,362,f9428056-21ea-40d1-a858-eef25b1725e8,good,5,8.0.117,3/29/2023 17:28,1.0,0.0,0.0,Positive
364,364,41c16145-bccf-4ae6-a5d6-a50017e046a5,DISAPPOINTED AND ANGRY. I have been waiting for my ticket to be resolved for more than 24 hours. You guys messed up my order and won't give me a refund. 60 Sar worth of items didn't even show up. And the other half was mostly damaged in terms of quality. I'm honestly so angry at how much money I've spent to only get that kind of treatment,1,8.0.117,3/29/2023 15:38,0.081,0.215,0.704,Negative
366,366,d3fcecb6-658f-4a9a-8751-a85ea541d93d,nice performance until now,5,8.0.105,3/29/2023 1:06,0.483,0.0,0.517,Positive
367,367,266e584b-bb4c-47a8-b2a2-456e2432dd15,an excellent application,5,8.0.117,3/28/2023 19:27,0.649,0.0,0.351,Positive
368,368,a76579c2-e7b9-452d-ac98-d1e3ab98c2e2,Not user friendly ... no live support like Jahez ... poor service,1,,3/28/2023 18:08,0.258,0.394,0.348,Negative
370,370,4d32a74f-8264-4056-9688-c4a7f2527755,please notify the promo code activity but strictly placed my order without promo code hunger updates your application,4,8.0.117,3/28/2023 16:19,0.19,0.0,0.81,Positive
371,371,2807c1a8-82f0-4c54-ac2b-0aba0046299a,"Best of all in KSA, yet still missing a lot of features to help customers like the ones in UAE. I couldn't stop its offers notifications although deactivated in settings (quite annoying). The funny thing is that it asks for evaluating the order the moment is delivered, yet I haven't tried it, and if you miss it, the evaluation ticket disappears for good. Support is less than acceptable, no one to follow up and the best you can do is to call the restaurant and do your self support.",2,8.0.117,3/28/2023 16:11,0.264,0.075,0.661,Positive
373,373,4da053f7-4f59-4e33-936c-b120d09860df,"Scam, an extra 200 SAR got withdrawn from my account. In the last 2 weeks I have sent 3 emails and sent 10+ messages on help center. Nobody has answered my messages. They just stole my money. In the holy month of Ramadan, shameless.",1,8.0.117,3/28/2023 12:53,0.058,0.13,0.812,Negative
